,event_id,event_type,event_timestamp,channel,post_id,post_text,views,forwards,source,is_real_data,post_type
1207,tg_post_1877,channel_post_published,2026-09-02 19:06:05,postupashki,1877,"5 причин, почему нужно податься на  стажировку в Т-Банк  
 
Т-Банк открыл набор на стажировку до 6 сентября. Доступные направления: аналитика, разработка, ML. 
Задания контеста уже опубликованы  здесь . Разборы уже выложены на  наших карьреных курсах про . 
 ➡️   Записаться 

Ниже обсудим, почему Т-Банк ежегодно становится сам желаемым местом для старта карьеры и за что так любят желтый банк. 

 1. Понятный отбор 
 🟦 Главная задача — правильно заполнить  анкету  и хорошо решить  экзамен . В  ролике  подробно рассказали, что нужно для этого сделать. 
 🟦 На некоторых специальностях есть тест на знание направления. 
 🟦 Финальный этап  — собеседование одной или несколькими командами. Собеседование стандартное, если знаете теорию специальности и поделали какие-то проекты, то проход обеспечен. 
 🟦 Обычно финальное собеседование одно, но если оставят хороший отзыв, то вашу кандиддатуру предложат другой команде. Еще один собес можно залутать на донаборе, который происходит спустя месяц основного набора. 

Отбор в сравнении с другими массовыми стажками достаточно прозрачен, хоть и есть моменты лотереи

 2. Хорошая зарплата уже на стажировке 
Платят прилично: 80-100 тыс (в зависимости от вакансии и уровня индексации к тому времени). Это звучит неплохо, если вспомнить, что в каких-то местах платят и 60 тыс. 
К тому же, это лишь на время стажировки, а в штат берут всех (70%), кто хоть как-то старался первое время и был на связи с ментором, который кстати заряженный специалист уровня middle+ /senior . В штате на позицию джуна можно рассчитывать на 150 тыс. В зависимости от вакансии и уровня инфляции к тому времени.

 3. Не только работа, но и среда 
Да, времена  двух бесплатных компотов  прошли, но бесплатные обеды все равно есть.
В офисе есть спортзал, сауна, в штате есть ДМС со стоматологией и коррекцией зрения. Но главное даже не это.
К тому же, наконец-то выйдете из дома и начнете общаться с людьми: найдете друзей и  вторую половинку . В командах отличная атмосфера, ребятки ходят на всякие тусовки во внерабочее время (там бары, караоке, клубы, кальяны, квесты, квизы). Но никого в офис насильно не загоняют, всегда можно поработать из дома. Нашему студенту вообще прислали рабочий ноутбук в Уфу.  

 4. Опыт, который ценится на рынке 
Во время стажировки вы работаете над настоящими продуктами с современным стеком и нормальными процессами разработки. 
Процессы тоже выстроены нормально, реально чему-то научитесь, ставятся конкретные и измеримые цели. Можно расти как вертикально, так и горизонтально.
Такой опыт потом становится сильной строкой в резюме и заметно облегчает поиск следующей работы — хотя многие предпочитают остаться внутри компании и расти дальше.

В компании есть 1-2 ежегодных ревью, по итогам которых могут поднять зп. Повышение для джунов происходит раз в пол года, а для мидлов и выше раз в год. 

 5. Реальный шанс начать карьеру
 Для многих стажировка становится первым полноценным оффером в IT. А дальше уже всё зависит только от вас: можно развиваться внутри команды, менять направления, расти по грейдам и в зп.

Если хотите попасть на стажировку уже этой осенью, начинать готовиться лучше сейчас. Отбор открыт до 6 сентября. 
Если чувствуете, что нужно подтянуть харды, понять, как решить контест, советуем  наши карьерные курсы ПРО , где мы помогаем выйти на рынок с сильными скиллами. 

Если остались вопросы по отбору — задавайте их в  комментариях . Разберём всё, что волнует.

 Подписаться:  @postypashki_old ",,,telegram_export,True,content
1208,tg_post_1878,channel_post_published,2026-09-03 19:06:06,postupashki,1878,"❗️   Скоро заканчивается отбор на стажировку в Т-банк  

Дедлайн подачи до 6 сентября, задания  тут . В посте обсудим основные моменты. Разбор экзаменов уже выложен на наших  соответствующих курсах ПРО . 
 ➡️   Записаться 

 ➡️   Обязательно подаемся 
И не сомневаемся, это одна из лучших опций для получения первого опыта в индустрии: можно совмещать с учебой, загрузка от 20 часов в неделю, после нее легко залететь в штат и да, вам даже будут платить за нее! Для участия нужно просто заполнить анкету и решить отбор до 6 сентября. Задания на этот раз несложные (чекаем вот  тут ), но больше задач, где можно запросто ошибиться, специально сделали такие задачи, чтобы chatgpt путался с условиями и выдавал неправильные ответы и тех, кто спишет эти ответы, просто забанят в системе Т-банка. Осень - второй пик по вакансиям, стажировкам и это то самое время, которое нужно посвятить карьере и активному боту, пока учеба на низком старте. У топов собесы начнутся в конце сентября, а у работяг в октябре.

 ➡️   Пишем качественную анкету 
Проходной на собес везде разный и зависит от популярности специальности и кол-во выделенных мест, региона. Где-то проход 350, а где-то 600 за контест. Далее отбор идет по анкете. Командам и HR очень важна ваша мотивация и погруженность в специальность. Будет обидно набрать полный балл за контест, но не заполнить анкету (подробный совет тоже даем участникам  наших курсов ). Общие советы такие: пишем про курсы, которые проходили и не проходили, фокусируем внимание на курсах от Т-банка. Только помните, что на собесе нужно будет не запутаться в этих выдумках. Обязательно пишем про олимпиадный опыт, даже школьный, от олимпиадников все просто сходят с ума. Пишем образование. Про свои стартапы и телеграмм каналы советую писать осторожно: это может отпугнуть. Подумают, что после года работы в штате вы уйдете строить свой мега успешный бизнес, а работодатель хочет, чтобы вы росли и развивались внутри компании и стали приносить пользу именной ей.

Сразу создаем второй телеграмм канал для работы и учебы с настоящим именем и фамилией, без неоднозначных статусов и аниме на аватаре. Это может оттолкнуть рекрутеров. Также с этого аккаунта не пишем никому и некуда никакие неоднозначные тезисы, которые могут стать народным достоянием и вас скомпрометировать. Работодателю важно, чтобы вы разделяли корпоративные ценности. Касаемо составления анкеты и резюме более подробно рассказывал в  ролике,  обязательно посмотрите. 

 ➡️   Собеседование 
Раньше большинство собесов было похоже на смотрины: команда рассказывала про себя, а вы про себя. Спрашивали мотивацию, бизнес кейс и может немного теории, задачи давали только на какого-нибудь риск аналитика. Сейчас все по-другому: контест не катает только ленивый, поэтому собесе почти всегда дают задачи. На аналитику и мл могут спросить матешу, скл, питон, а на разработчика и мл простенькие алгоритмы. Некоторые из этих заданий можно чекнуть  тут,   и тут,  и  тут,   и тут,  а если вы хотите разбор всех тасков с собесов -  бегом на наши курсы. 

 ➡️   Подробности 
Более подробно обо всем этом можно посмотреть в   видео . Главное помните, что шанс выиграть в этой игре > 90% (по крайней мере, в прошлом году именно таким был процент взятых на стажировку среди наших учеников), если знать правила игры. Серьезно, прошлым летом выпускница нашего курса по аналитике прошла отбор и стала стажером-аналитиком едва закончив 11-ый класс.

 Подписаться:  @postypashki_old ",,,telegram_export,True,content
1209,tg_post_1880,channel_post_published,2026-09-06 12:06:06,postupashki,1880,"❗️  Через 12 часов закончится отбор на стажировку Т-банк! 

Разбор всех направлениях выложен только на наших  карьерные курсы ПРО .
 ➡️   Записаться 

Сразу отвечу на самые популярные вопросы: 

 ➡️ Как посмотреть свои баллы после окончания отбора? 
1. Заходим в историю своего браузера
2. Ищем по preview
3. Переходим на страницу
4. Копируем айди экзамена
5. Вставляем в готовую ссылку
6. Ищем по student_score
 https://edu.tbank.ru/api/v1/practice-progress/сюдаВвестиАйди/info?isSelection=true 

Если все совсем плохо в контесте, то в личном кабинете появится реджект ""вы не прошли"". Никакого фриза в Т-банке нет, поэтому спокойно ждем следующего сезона (следующий набор на зиму будет в декабре). На официальную дату объявления результатов ориентироваться не нужно.

 ➡️ Когда собес? 
Первые приглашения начнут рассылать лучшим участникам не раньше середины сентября, а до обычных работяг доберутся только в октябре. Где-то за неделю до интервью на почту пришлют календарь, где нужно забить удобное время, и ссылку на zoom. Иногда HR могут написать в телегу и поторопить, но лучше мониторить почту, чтобы забить для себя удобное время. 

Рекрутеры обычно идут навстречу, когда не можете пройти собес в выбранные дни и нужно время на подготовку, но лучше этим не злоупотреблять: редко когда приглашают больше одного раза.
 
 ➡️ Кого позовут? 
У меня был пост на эту тему, можно изучить его вот  тут .

 ➡️ Как проходит? 
Все зависит от направления и команды. Чаще всего команда сама не знает, кого хочет видеть, поэтому чаще всего приходит настоящий консилиум специалистов и капитально мучают кандидата (все их вопросы разбираем на  наших курсах ), но иногда может выпасть просто HR-ка, которая прогонит вас по элементарным вопросам с листочка и даст оффер.

Сама структура собеседований похожа: рассказ о себе, задачи / алгосы, кейсы. Можно самому посмотреть на  гитхабе  Тинькофф, что ожидать. Для аналитиков писал подробную статью  здесь . Не забудьте уточнить все свои вопросы у команды, поскольку ваши представления и позиции и реальность могут сильно отличаться. Например, вы хотите заниматься жесткой продуктовой аналитикой с временными рядами и мл, а команде нужен просто sql писатель. Конечно, вы получите рабочий опыт и возможно в дальнейшем оффер в штат, но ценность такого опыта под вопросом. Лучше подучиться и попробовать податься на более перспективные позиции и получить опыт, которые будет вас продавать как хорошего специалиста в будущем. 

 ➡️ Что дальше? 
После собеса интервьюер составляет отзыв на кандидата, его идеальный пример  здесь . На основе него могут на кандидата забить, предложить другой команде или вернуться с оффером. Обычно оффер получают через день-два после собеса в лс или по телефону. После 10 дней молчания можете смело стучаться рекрутеру в лс, чтобы получить ответ от команды (реджект). Обязательно просим фитбэк, иногда даже пишут что-то внятное и по фактам. 

 ➡️ Оффер? 
Пригласят на подписание документов в офис, выдадут все необходимое, либо предоставят все через представителя. Далее знакомство с ментором и погружение в проект. Если не будете совсем бить баклуши, то вас без проблем возьмут в штат на постоянную позицию.

Подробнее обо всем этом можно посмотреть в  видео . Обязательно ставьте огоньки и делитесь с друзьями, если хотите больше подобных постов. 

Обсудить стажировки можно в нашем  чате .

 Подписаться:  @postypashki_old ",,,telegram_export,True,content
1210,tg_post_1881,channel_post_published,2026-09-06 15:06:08,postupashki,1881,"Разбор экзамена на стажировку в Т-банк за подписку!  

Чтобы получить разбор:
 ➡️ Подпишитесь на нас в запрещенной странице   тут 
 ➡️ Поставьте «+» в комментариях под последней каруселью  тут 
 ➡️ После этого бот пришлёт вам материал в директ

Внутри будет разбор экзамена и теста SQL на стажировку Т-банк",,,telegram_export,True,content
1211,tg_post_1882,channel_post_published,2026-09-06 18:04:47,postupashki,1882,"Стажировки для разработчиков  

В посте обсудим, куда можно податься начинающему разработчику, а также как выглядят этапы отборов. Весь процесс в целом един: Тетс/Тестовое + Анкета  ➡️  Финалы. Финальных собесов может быть несколько: с рекрутером, с ментором, с руководителем, с мамой руководителя и тд. И спросить могут все, что угодно, даже тюремные загадки (математические задачи на логику). Но о том, какой базовый минимум для подачи ниже. 

Можно смело подаваться на начальные позиции, когда знаете базу по языку, базу по сетям и алгоритмы. Алгоритмы отдельный интересный момент. Они есть в тестах, на технических собесах и их могут спокойно спросить на финальных собесах. Нередко ребятам-олимпиадникам или ребятам с высоким рейтингом на codeforces пишут в личку сами рекрутеры и зовут на собесы, иногда скипая несколько этапов отбора. 

На стажировки можно податься тремя путями: 
1. Массовые наборы 
2. Единичные вакансии на сайте компании
3. Школы от компаний, где по итогу зовут в штат/на стажировку. Например, Т-банк академия, Летняя школа Яндекса, Vk education, Ozon Route и так далее тому подобное, их реально куча-куча. 

Основные компании, которые высасывают начинающих кандидатов, приведу ниже. Но есть и так называемые галеры. Вообще галера-галере рознь. Кроме бигтехов приведенных ниже есть еще и Газпром, ВТБ, Альфа-банк, всякие заводы, где программируют чипы, да и вообще всякие аутстафы. Нередко туда идут отчаявшиеся ребята заниматься каким-то кринжом в  духе ""мобильный разработчик С++ на IOS"" в надежде получить какой-то опыт и уже с ним подаваться в более привлекательные проекты. Мое же мнение: да, встречаются интересные вакансии и такие истории успеха, но по моему опыту  на разработчика  они встречаются очень редко и такой опыт никакого ощутимого импакта в вашу карьеру не вносит. Я бы советовал в такой ситуации приглядеться на худой конец к школам дополнительное образования (ШАД, АА, курсы от компаний) и лабораториям, где учебный опыт можно кое-как попробовать оформить как ""рабочий"". 

 1. Т-банк 
0. Контест на алгосы ( сегодня дедлайн ), чей разбор уже выложен на  наших курсах про .
1. Финальный собес 
ЗП 80-100 тыс. 

 2. Яндекс 
0. Контест на алгосы, разбор будет только на  наших курсах ПРО . 
1. Собесы на алгосы + вопросы по языку и самой базе по сетям ( чекайте в программе бэкенд старт ). 
2. Финалы с командами 
ЗП 80-100 тыс.

 3. VK  
Сразу подаешься в команду.
0. Тестовое (написать какой-нибудь сервис) 
1. Финал 
ЗП 70 тыс. 

 4. Авито  
0. Тест 
1. Тестовое (написать сервис)
2. Финал
ЗП 90-120 тыс.

 5. Сбер  
0. Задание в виде теста. Потом резюме попадает в общий пул, из которого выбирают команды и hr. 
1. Финальный собес 
ЗП 40-60 тыс.

 6. Ozon 
0. Тестовое в духе написать HTTP сервис 
1. Финал 

 7. Касперский 
0. Тесты
• Если направление «Безопасность сетей», то нужно пройти тестовое на ""Windows, Linux, C, C++""
• Если направление «Администратор систем», то нужно пройти тестовое «Windows, Linux, …” 
и все в таком духе 
1. Тестовое (написать сервис).
2. Финал с тюремными загадками. 

 Как к такому подготовиться - кратко 
0. Решать литкод. Задач 150 на основные темы хватит ( темы чекайте в программе алгосы старт )
1. Выучить язык (не только русский): синтаксис, чуть-чуть что под компотом, многопоточку) 
2. Знать базу про сети (HTTP и тд). 

В целом уже с этим можно ходить по собесам. Параллельно с этим качаем свой профессиональный рейтинг по советам  отсюда . 
 
 Подписаться:  @postypashki_old ",,,telegram_export,True,content
1212,tg_post_1883,channel_post_published,2026-09-06 20:44:11,postupashki,1883,,,,telegram_export,True,content
1213,tg_post_1884,channel_post_published,2026-09-06 20:44:11,postupashki,1884,,,,telegram_export,True,content
1214,tg_post_1885,channel_post_published,2026-09-06 20:44:11,postupashki,1885,"Слив протоколов собеседований на аналитика в Т-Банке 

Чтобы вы реально почувствовали насколько круты  наши курсы , сливаем внутреннюю кухню - как реально проходят секции аналитики в Т-Банке. Три гайда, и они закрывают сразу два разных направления - продуктовый и бизнесовый. Еще больше закрытых материалов на наших курсах про. Короче курсы реально годный, залетаем. Отзыв нашего выпускника  ниже . 

Каркас у собесов один - 4 этапа: рекрутёр → профильная секция → знакомство с командой → оффер. Тут как раз на разных аналитиков идет разветвление.

 Трек 1. Продуктовый аналитик. 
 Техчасть делится на две секции:
— Дата-анализ (60 мин) — теорвер, матстат и лайвкодинг на SQL и Python. Всё хардовое живёт тут.
— Продуктовая аналитика (60 мин) — метрики, гипотезы, кейсы продукта. Хардов нет, смотрят на мышление и умение доводить решение до конечной точки.

Гайд ""Продуктовая аналитика"" - как раз про это: 21 разобранный кейс (условие → ход решения → на что смотрит интервьюер → усложнения), матрица компетенций, чеклист перед собесом, шпаргалка по теории и отдельный технический минимум под DA-секцию. Плюс блок кейсов для тех, кто идёт на позицию управленца отдела аналитиков. 

 Трек 2. Бизнес-аналитик. 
 Тут SQL и лайвкодинга нет - одна секция на 60 минут: разбор вашего опыта плюс бизнес-кейс на развитие продукта, улучшение процесса или поиск узкого места. Тут также смотрят больше на ход ваших мыслей, а не то, как вы сходу выдаете готовый ответ. Отдельно стоит присмотреться ребятам, кто метит на позицию технолога (это стык бизнес-аналитика, системного, продуктового, проджекта и продакта, нишевая тема в общем), для вас тоже актуальный контент, так как собесы у этих двух позиций пересекаются. Гайд ""Бизнес-анализ"" - про этот трек: матрица компетенций от джуна до сеньора, каркас разбора любого кейса и 6 примеров кейсов.

 Общий блок - задачи на логику . 27 штук с реальных собесов: логика и дедукция, теорвер (Байес, условная вероятность, правило остановки) и оценки/алгоритмы/теория игр. У каждой полный разбор с ключевой идеей, а не просто ответ.

Еще дополнительную информацию оставил в нашем чатике  тут . 

 Подписаться:  @postypashki_old ",,,telegram_export,True,content
1215,tg_post_1886,channel_post_published,2026-09-06 20:44:24,postupashki,1886,,,,telegram_export,True,content
1216,tg_post_1887,channel_post_published,2026-09-07 13:47:40,postupashki,1887,"Уметь считать ≠ уметь анализировать 

С  7 по 13 сентября  проводим бесплатную неделю  «Аналитика вне SQL»  — мини-симулятор реальной работы аналитика.

Можно нормально знать SQL, статистику, Python, строить дашборды — и всё равно теряться, когда на собеседовании или на работе тебя спрашивают:

 «У нас упала выручка. Разберись, почему». 

Потому что в реальной работе сначала нужно понять,  что происходит с бизнесом, какой вопрос мы решаем и какое решение должно появиться на выходе .

 За 7 дней вы: 

 ⏩ решите  3 продуктовых кейса  — от бизнес-задачи до решения
 ⏩  встретитесь с HR, который работал в  X5 и Яндексе  и нанимал людей от стажёров до топ-менеджеров
 ⏩  поговорите с  senior-аналитиком Avito  о том, как меняется работа аналитика по мере роста
 ⏩  поучаствуете в  первом аналитическом хакатоне Поступашек 

На хакатоне вы соберётесь в команды, получите реальный продуктовый кейс и за выходные пройдёте весь путь аналитика: разберётесь в проблеме, поработаете с данными, предложите решение и защитите его.

 💰   Приз — 30 000 ₽ 

Курс подойдёт и новичкам, и действующим аналитикам, которые хотят лучше понимать продукт и бизнес, увереннее решать неструктурированные задачи и расти дальше.

Все кейсы, встречи, записи и материалы будут в отдельном закрытом канале.

 Участие бесплатное. Первое занятие уже сегодня в 19:00  

 📌   Присоединиться на курс по ссылке  https://t.me/+j_RdPEr7JudjNWM0 ",,,telegram_export,True,content
1217,tg_post_1888,channel_post_published,2026-09-07 13:47:40,postupashki,1888,,,,telegram_export,True,content
1218,tg_post_1889,channel_post_published,2026-09-07 13:47:40,postupashki,1889,,,,telegram_export,True,content
1219,tg_post_1890,channel_post_published,2026-09-07 13:47:40,postupashki,1890,,,,telegram_export,True,content
1220,tg_post_1891,channel_post_published,2026-09-07 13:47:40,postupashki,1891,,,,telegram_export,True,content
1221,tg_post_1892,channel_post_published,2026-09-07 17:05:21,postupashki,1892,"Слив протоколов АВ тестирования для кейс-интервью X5 

 Наши выпускники  не только сейчас активно проходят собесы, но и уже давно закрепились в штате и проводят собесы. 

В честь нашей  открытой недели по аналитике , которое стартует уже сегодня, делимся гайдом по проведению АВ тестирования в Х5 на основе внутренних методичек, публичных выступлений и протоколов проведения собеседований. Делитесь с друзьями такой годной! 

Присоединиться к открытой недели можно по ссылке:  https://t.me/+j_RdPEr7JudjNWM0 

 Подписаться:  @postypashki_old ",,,telegram_export,True,content
1222,tg_post_1893,channel_post_published,2026-09-07 18:51:46,postupashki,1893,"Товарищи, ждем вас в 19:00 на нашем первом занятии на курсе  Аналитика вне SQL 

Будем обсуждать, как бизнес и аналитика связаны между собой, а также решим продуктовый кейс

Личное приглашение от куратора курса ниже 👇🏻 

Ссылка на встречу в  канале курса ",,,telegram_export,True,content
1223,tg_post_1894,channel_post_published,2026-09-07 18:51:57,postupashki,1894,,,,telegram_export,True,content
1224,tg_post_1895,channel_post_published,2026-09-08 18:27:01,postupashki,1895,"Собрали все задачи с алгосекции в Яндексе в одном файле с разбором частых ошибок, все это закрывают наши курсы по алгоритмам. Сохраняй и делись с друзьями такой годнотой! 🔥

Кстати а  контест со стажировки  уже разобран на соответствующих  наших курсах ПРО . 
 ➡  Записаться . 

 Подписаться:  @postypashki_old ",,,telegram_export,True,content
1225,tg_post_1897,channel_post_published,2026-09-09 17:17:20,postupashki,1897,"Как готовиться к софт собесам в Авито 

Очень актуальный вопрос в эпоху, когда заботать технические собесы - это лишь вопрос времени. Команды нередко отбирают кадидатов просто по вайбику. Поэтому в посте обсудим, как зафититься на начальные позиции в Авито (без ограничения общности).
Более подробно про Авито можно узнать на  нашем бесплатном мини-интенсиве ""Аналитика вне SQL "" завтра в 19:00 будет встреча с экспертом из Авито. Присоединиться можно по ссылке:  https://t.me/+j_RdPEr7JudjNWM0 

 Лендинг компании, набора или анкета 
Большинство качеств, которые от вас ожидают, написаны на лендинге или в анкете. Не пожалейте времени, буквально 10-20 минут: прошерстите сайтик и выпишите все качества и характеристики, которые ждут от кандидатов. Дальше переходим на страницу конкретной программы, допустим,  буткемпа аналитики . Тыкаем на все вкладки и собираем максимум инфы. Так мы узнаем общие ожидания, примеры задач и опыт других ребят. В данном случае из требований интересно выделить “Умеете структурировать информацию и критически мыслить” и “Понимаете, в чём отличия между продуктовой аналитикой и BI‑разработкой”. Иначе говоря, вы должны четко понимать, чем занимается продуктовый аналитик, а также четко доносить свои мысли на собесе.  

Копаем глубже и заходим на  сайт  самой компании почитать о ее ценностях и требованиях к сотрудникам. Манифест Авито - кладезь полезной информации для подготовки к собесу. Мы знакомимся с культурой компании, а также с ее ценностями: “все начинается с потребности пользователей”, “решай быстро и аргументированно”, “упрощай!”, “вместе мы можем больше”, “главное - результат”.

Теперь у нас есть базовое понимание того, что от вас ждут, как от будущего сотрудника, однако мы еще не разобрались с нашей ролью. На собеседование критически важно сформулировать для себя четкую картину того, чем занимается аналитик и почему вы идете именно туда.

 Составляем портрет идеального сотрудника 
Представьте Вася учится на втором курсе, имеет 3 000 часов в доте.  Представим, Вася собеседуется на три совершенно разные позиции: аналитика, физрука и волонтера. Для каждой из этих сфер будут важны только некоторые качества Васи (подумайте, какие именно). При этом знание прокастов на инвокера не дает ему ровным счетом ничего ни в одной из этих профессий. Поэтому мы с Васей понимаем, что просто ""быть собой"" на собеседовании не всегда лучший вариант, особенно на начальных позициях.

 Васе поможет навык составления портрета идеального сотрудника 
На данном этапе нужно осознать какими качествами обладает идеальный аналитик. Запросы в ИИшку вроде ""что делают аналитики в Авито"", ""что ждут от аналитика в крупной компании"" и ""какими качествами обладает хороший аналитик"" помогут ему собрать нужную инфу. Gemini отвечает, что к таким качествам относятся критическое мышление, самостоятельность и внимание к деталям.

Лучший способ узнать, что из себя представляют аналитики конкретной компании - пообщаться с ними, например в  нашем чате . Если такой возможности нет, читаем статьи о сотрудниках, например  вот эту .
Отдельно хочу отметить, что таким образом Вася никого не обманывает, а лишь понимает, какие качества нужно подсветить в резюме и на собеседовании, а какие нет. Если человек совсем не обладает, скажем, критическим мышлением, продемонстрировать его на собесе все равно не получится. 

 Учимся показывать качества 
Главный секрет заключается в том, чтобы не просто отвечать на вопросы, а в каждом ответе показывать собеседующему, что у вас есть качества, которых от вас ожидают. 

Тут советую следующую схему:
-Гуглим базовые списки вопросов, которые задают кандидатам на конкретные позиции в крупных компаниях.
-Пишем черновые варианты ответов на них.
-Для каждого ответа прикидываем, какое качество мы демонстрируем через эту историю.
-Если нашли такое качество, делаем в ответе акцент именно на нем. Но не нужно говорить в лоб: фразы вроде ""Я очень ответственный, поэтому сдал домашку в срок"" -  будет скорее минусом. Пользуемся принципом ""не рассказывать, а показывать"".
-Если понимаем, что ответ никак не коннектится с требованиями компании, придумываем другой. Тут настоятельно советую не пользоваться ЛЛМкой или делать это аккуратно, потому что она создает шаблонные и посредственные истории.

Из нашего мини-ресерча мы знаем, что в Авито одна из ценностей - фокус на результате. Добавляем контекст работы аналитика в компании и понимаем, что речь идет о реальном импакте, зачастую денежном.
Когда на собесе залетит банальный вопрос про прошлый опыт, которого у стажера может и не быть, можно рассказать выдуманную историю про сайд-проект с друзьями и заказчиком со старших курсов. Сделайте акцент на том, что несмотря на трудности с учебой, вы выделили время на проект, так как хотели добить его до конца и увидеть эффект.

 Подписаться:  @postypashki_old ",,,telegram_export,True,content
1226,tg_post_1898,channel_post_published,2026-09-10 11:59:39,postupashki,1898,"Как хакнуть HR 

В рамках открытой недели  ""Аналитика вне SQL""  встретились с HR-экспертом, который нанимал IT-спецов от стажера до топ-менеджмента в  X5 и Яндексе . Вместе разбирались, что вообще происходит по ту сторону отклика: почему хорошее резюме может получить отказ, как работает ATS, что смотрит HR и почему одних кандидатов зовут дальше, а других — нет.

Запись встречи уже лежит в  канале . Но чтобы не пересматривать ее каждый раз перед собеседованием, мы собрали все самое важное в  гайд «Как попасть на собеседование и пройти его» . Сохраняйте и делитесь с друзьями!
 
А здесь отдельно вынесем несколько важных пунктов: 
 1. Увидели вакансию — лучше откликнуться сразу. 
HR достаточно быстро собирает первую подборку подходящих кандидатов и дальше уже работает с ней вместе с нанимающим менеджером. Вакансия при этом может продолжать висеть.
Поэтому иногда кандидат на 10/10 просто пришёл позже и не успел попасть в папку кандидатов.

 2. ATS помнит больше, чем одно ваше резюме. 
Это не только фильтр по ключевым словам. В системе может сохраняться история ваших откликов, этапов и контактов с компанией.
Поэтому нормально поддерживать адекватную коммуникацию с HR даже после интервью. Если они обещали ответ и пропали — можно написать follow-up. Сегодня вакансии для вас может не оказаться, а через несколько месяцев HR вспомнит хорошего кандидата и вернётся уже с другой.
И да:  если вам звонил HR и вы не успели взять трубку — перезвонить нормально.  Не нужно ждать, пока вас попробуют поймать ещё три раза.

 3. Холодный отклик — не единственный вход. 
Если можете выйти напрямую на HR, нанимающего менеджера или получить рекомендацию сотрудника — используйте это.
Когда вас рекомендуют, за вами уже стоит первичный человеческий фильтр: «я знаю этого человека / посмотрел его опыт / с ним стоит поговорить». Это может помочь не потеряться среди сотен откликов.
Поэтому нетворкинг — самый рабочий канал поиска работы, особенно, чтобы быстро пройти верхний этап воронки.

 4. Перед интервью можно немного посталкерить нанимающего менеджера. 
Спросите у HR, кто будет вас собеседовать, и посмотрите человека в LinkedIn и открытых соцсетях: где работал, чем занимался, какие продукты делал.
Вы идёте не в абстрактный «Яндекс» или «X5», а к конкретному руководителю. Чем лучше понимаете его профессиональный профиль, тем понятнее, какие темы ему будут близки и на чём строить разговор.

 5. Soft skills ≠ «просто умею разговаривать». 
И точно не строчка «коммуникабельный, стрессоустойчивый» в резюме.
На собеседовании смотрят, можете ли вы:
— понятно объяснить решение
— нормально реагировать на вопросы
— признать, что чего-то не знаете
— уточнить задачу вместо того, чтобы сразу бежать решать
— аргументировать свою позицию
— в целом адекватно работать с другими людьми

Когда два кандидата похожи по хардам, вот это уже может стать решающим фактором при выборе.

 6. Нет опыта — ищитев первую очередь не сертификаты, а доказательства, что вы умеете работать. 
Pet-проекты, хакатоны, кейс-чемпионаты, исследования, университетские проекты — всё это можно использовать как опыт, если там была реальная задача и вы можете подробно рассказать,  что сделали и к какому результату пришли .

То же самое с коммерческим опытом: в резюме важнее не «писал SQL и строил дашборды», а  что изменилось благодаря вашей работе .
Например:
 увеличил показатель X на 12% за счёт анализа пользовательских сегментов и проверки продуктовых гипотез. 

В самом гайде подробнее разобрали ATS, резюме, первый этап отбора, отсутствие опыта, HR-интервью, soft skills, нетворкинг и переход между ролями.

 А сегодня в 19:00 посмотрим на тот же путь уже глазами кандидата. 

Встречаемся с senior-аналитиком Авито 😎  и разберём,  как он сам прошёл путь от поиска первой стажировки до senior : что писал в резюме, что реально помогало проходить отборы, что не работало и за счёт чего получилось быстро расти дальше.

Если сейчас ищете стажировку, первую работу или хотите понять,  как быстрее расти после входа в профессию ,  присоединяйтесь .",,,telegram_export,True,content
1227,tg_post_1899,channel_post_published,2026-09-10 17:06:13,postupashki,1899,"Продолжаем знакомиться с талантливыми учениками Поступашек 

Сегодня в гостях -  Катя Деева , амбасодор СВЭГА. Сейчас Катя работает в Ozon Fresh, а до этого успела попробовать себя в аналитике и продакт-менеджменте в крупных компаниях и пройти довольно непростой путь поиска того, чем вообще хочется заниматься.

 Смотрим интервью по ссылке:  https://youtu.be/5Da-YtxUpSE 
 
 Обсудили самые актуальные темы зумеров:  
— Как найти парня 
— Как делать эти самые ""социальные связи"" (нетворк) 
— Как кейс-чемпионаты помогли Кате построить карьеру
— Работу аналитиком в Sber AI, VK, МТС 
— Работу продакт менеджером в Яндекс рекламе, Яндекс Маркете, Яндекс GO
— лицей НИУ ВШЭ и факультет бизнес-информатики

Получился разговор не только про карьеру и образование, но и про то, как пробовать разное, ошибаться, менять решения и постепенно понимать, чем действительно хочется заниматься. 

А если хотите вырасти в такого же сильного специалиста как Катя, за которым охотятся топ-компании, приходите на наш курс   ""Аналитика ПРО"" 
 ➡️  Записаться ",,,telegram_export,True,content
